,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism,fake_Tg,fake_Tm
0,O=C(O)CCCC(=O)O.OCCCCCCCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCCCCCCCO')",[],0,O=C(O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCO,ester,-35.61708502243708,77.917407286089
166,NCCCCCCCN.O=C(O)CCCCCCCC(=O)O,"('NCCCCCCCN', 'O=C(O)CCCCCCCC(=O)O')",[],0,NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCC(=O)O,amide,181.9634507213724,212.8173394472509
165,O=C(O)c1ccc(C(=O)O)cc1.OCCCCO,"('O=C(O)c1ccc(C(=O)O)cc1', 'OCCCCO')",[],0,O=C(O)c1ccc(C(=O)OCCCCOC(=O)c2ccc(C(=O)OCCCCOC(=O)c3ccc(C(=O)OCCCCOC(=O)c4ccc(C(=O)OCCCCO)cc4)cc3)cc2)cc1,ester,230.96345599022527,243.19734271393966
164,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(/N=N\c2ccc(C(=O)O)cc2)cc1,"('CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc(/N=N\\c2ccc(C(=O)O)cc2)cc1')",[],0,CC(C)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(NC(=O)c3ccc(/N=N\c4ccc(C(=O)Nc5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc(NC(=O)c9ccc(/N=N\c%10ccc(C(=O)Nc%11ccc(Oc%12ccc(C(C)(C)c%13ccc(Oc%14ccc(NC(=O)c%15ccc(/N=N\c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(C(C)(C)c%19ccc(Oc%20ccc(NC(=O)c%21ccc(/N=N\c%22ccc(C(=O)O)cc%22)cc%21)cc%20)cc%19)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide,162.32593658351647,200.64208068178021
163,Nc1ccc(Oc2ccc(N)cc2)cc1.O=C1/C(=C/c2ccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc2)CC/C1=C\c1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1,"('Nc1ccc(Oc2ccc(N)cc2)cc1', 'O=C1/C(=C/c2ccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc2)CC/C1=C\\c1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1')",[],0,Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(/C=C5\CC/C(=C\c6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(/C=C%13\CC/C(=C\c%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19ccc(/C=C%21\CC/C(=C\c%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccc(NC(=O)c%27ccc%28c(c%27)C(=O)N(c%27ccc(/C=C%29\CC/C(=C\c%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)C%29=O)cc%27)C%28=O)cc%26)cc%25)cc%24C%23=O)cc%22)C%21=O)cc%19)C%20=O)cc%18)cc%17)cc%16C%15=O)cc%14)C%13=O)cc%11)C%12=O)cc%10)cc9)cc8C7=O)cc6)C5=O)cc3)C4=O)cc2)cc1,amide,32.209221124841605,119.9697170974018
162,O=C(O)CCCCCCCCCCCCCCO,"('O=C(O)CCCCCCCCCCCCCCO',)",[],0,O=C(O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCO,ester,138.75675621868865,186.02918885558697
161,O=C(Cl)c1cccc(OCCCCCCOc2cccc(C(=O)Cl)c2)c1.OC1COC2C(O)COC12,"('O=C(Cl)c1cccc(OCCCCCCOc2cccc(C(=O)Cl)c2)c1', 'OC1COC2C(O)COC12')",[],0,O=C(Cl)c1cccc(OCCCCCCOc2cccc(C(=O)OC3COC4C(OC(=O)c5cccc(OCCCCCCOc6cccc(C(=O)OC7COC8C(OC(=O)c9cccc(OCCCCCCOc%10cccc(C(=O)OC%11COC%12C(OC(=O)c%13cccc(OCCCCCCOc%14cccc(C(=O)OC%15COC%16C(O)COC%15%16)c%14)c%13)COC%11%12)c%10)c9)COC78)c6)c5)COC34)c2)c1,ester,219.33789837727574,235.98949699391096
160,O=C(O)CCCCCC(=O)O.OCCCCCCCCCCCCCCCCCCCCO,"('O=C(O)CCCCCC(=O)O', 'OCCCCCCCCCCCCCCCCCCCCO')",[],0,O=C(O)CCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCO,ester,202.1253157427082,225.31769576047907
159,O=C(O)CCCCCCC(=O)O.OCCCCCCCCCCCCO,"('O=C(O)CCCCCCC(=O)O', 'OCCCCCCCCCCCCO')",[],0,O=C(O)CCCCCCC(=O)OCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCOC(=O)CCCCCCC(=O)OCCCCCCCCCCCCO,ester,117.72228162378536,172.98781460674692
158,O=C(Cl)CCC(=O)Cl.O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,"('O=C(Cl)CCC(=O)Cl', 'O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12')",[],0,O=C(Cl)CCC(=O)O[C@@H]1CO[C@@H]2[C@@H](OC(=O)CCC(=O)O[C@H]3CO[C@@H]4[C@H](OC(=O)CCC(=O)O[C@@H]5CO[C@@H]6[C@@H](OC(=O)CCC(=O)O[C@H]7CO[C@@H]8[C@H](O)CO[C@H]78)CO[C@H]56)CO[C@H]34)CO[C@H]12,ester,-36.68226975748262,77.25699275036078
